3.49627,-19.821,0.503229
4.42025,-18.9896,1.28673
3.89944,-18.8692,2.74551
2.89385,-19.5183,3.18387
4.53105,-17.5812,0.6402
5.79732,-17.2614,0.0167541
4.59562,-18.0452,3.5109
3.95316,-17.4211,4.62816
4.37099,-15.9889,4.70499
5.49754,-15.6864,4.32574
4.47235,-18.0172,5.97111
4.12563,-19.4284,6.46883
5.03091,-19.831,7.62995
2.66835,-19.4706,6.87865
3.4682,-15.07,5.05014
3.48067,-13.6902,4.51501
2.86689,-12.885,5.67093
1.67073,-13.0039,5.92916
2.8384,-13.4057,3.14812
3.72412,-13.7514,1.93102
4.97836,-12.8896,1.72499
5.3671,-12.0887,2.56841
5.63045,-13.0771,0.571218
3.677,-12.0978,6.39726
5.12391,-11.9185,6.22786
5.9022,-13.2337,6.58764
5.36367,-14.0626,7.3379
5.46081,-10.8093,7.20358
4.09337,-10.1428,7.55974
3.12541,-11.2584,7.49134
7.11435,-13.431,6.0181
7.93325,-14.5929,6.37519
8.44448,-14.4887,7.82791
8.93349,-13.4297,8.25954
9.08687,-14.5541,5.36646
9.27046,-13.105,5.0337
7.79658,-12.5613,5.03578
8.29131,-15.5694,8.6092
8.72657,-15.5578,10.0213
10.2192,-15.3408,10.1722
10.9871,-15.6594,9.26157
8.37574,-16.9681,10.5208
7.4726,-17.5417,9.50609
7.69992,-16.8551,8.20227
10.6424,-14.797,11.3103
12.0626,-14.6115,11.6003
12.8062,-15.9631,11.5992
13.918,-16.0642,11.0748
12.2785,-13.8917,12.943
11.6066,-12.5014,13.0341
12.3323,-11.4389,12.2182
13.4882,-11.6166,11.8642
11.6373,-10.3576,11.8763
12.1611,-16.9878,12.1521
12.7877,-18.3059,12.285
11.7326,-19.3425,11.9948
10.6543,-19.3127,12.57
13.331,-18.4995,13.7097
14.1445,-19.7816,13.9263
14.5707,-19.9804,15.3784
15.1227,-19.058,16.0197
14.3053,-21.1802,15.914
12.0438,-20.2529,11.087
11.1357,-21.3245,10.7371
11.912,-22.6288,10.5475
12.9109,-22.6424,9.83326
10.375,-20.9574,9.4666
9.57281,-21.9668,8.65598
8.48204,-22.606,9.47321
8.96812,-21.2374,7.46433
11.4369,-23.6942,11.2035
11.9179,-25.0742,11.0042
10.7509,-25.9752,10.6292
9.79967,-26.1268,11.4095
12.5886,-25.6649,12.2748
13.8767,-24.9179,12.6071
12.9159,-27.1572,12.0826
14.4578,-25.2852,13.9702
10.834,-26.569,9.4364
9.78449,-27.4468,8.91266
10.2714,-28.9064,8.83615
11.314,-29.1861,8.23722
9.31158,-27.0037,7.48442
8.17604,-27.9064,6.96275
8.88971,-25.5443,7.46218
9.51481,-29.8225,9.44146
9.75052,-31.2632,9.25469
8.82307,-31.8015,8.16092
7.80704,-31.1745,7.82297
9.54003,-32.054,10.555
9.85308,-31.2984,11.8431
11.3293,-30.9912,12.0458
12.2022,-31.5498,11.3717
11.6157,-30.0953,12.9937
9.15753,-32.9668,7.61359
8.42142,-33.473,6.45512
7.27497,-34.4115,6.81182
6.95383,-35.3479,6.07043
9.37578,-34.0391,5.41014
10.1748,-32.9452,4.72664
9.61371,-32.1039,4.02591
11.4871,-32.9273,4.95939
6.66601,-34.1252,7.95811
5.47256,-34.7964,8.4305
4.30182,-33.8319,8.35358
4.46718,-32.6202,8.52568
5.67164,-35.2578,9.87704
5.4752,-36.6131,10.3366
5.8457,-36.9665,11.7671
4.76309,-37.8043,12.4276
5.10753,-38.1485,13.8344
3.12015,-34.3693,8.0741
1.89497,-33.5841,8.10033
0.975966,-34.1099,9.20511
1.10268,-35.2615,9.62988
1.19427,-33.5473,6.70628
0.660999,-34.8378,6.37542
2.1798,-33.1284,5.626
0.0756929,-33.2682,9.69792
-0.845527,-33.6973,10.7426
-2.27247,-33.2706,10.4092
-2.48099,-32.2368,9.77815
-0.409319,-33.2135,12.1766
-1.09092,-31.9053,12.5753
1.1259,-33.0952,12.2987
-1.23506,-31.7352,14.0746
-3.25026,-34.0733,10.8176
-4.65031,-33.687,10.674
-5.12494,-32.8088,11.8289
-4.572,-32.8703,12.9324
-5.53992,-34.9229,10.5532
-5.64024,-35.421,9.13236
-6.69778,-35.1765,8.50779
-4.66333,-36.0294,8.63258
-9.38867,-32.7603,20.0197
-8.49201,-31.8174,20.7124
-8.95905,-31.2928,22.0914
-10.1624,-31.1141,22.3304
-8.17276,-30.6159,19.8096
-9.31185,-29.611,19.6308
-10.1309,-29.6476,18.5023
-9.54991,-28.6075,20.5793
-11.1663,-28.7224,18.3265
-10.5794,-27.6745,20.409
-11.3816,-27.7404,19.2826
-12.3936,-26.8169,19.105
-7.98876,-31.0228,22.9746
-8.21328,-30.2781,24.2314
-7.70942,-28.8364,24.0813
-6.6126,-28.6091,23.5727
-7.47815,-30.9376,25.4122
-7.99041,-32.324,25.8156
-7.31124,-32.8758,27.0649
-6.15419,-32.5602,27.3593
-8.03632,-33.7156,27.8057
-8.50335,-27.8705,24.5317
-8.09791,-26.4651,24.4902
-7.66085,-25.9445,25.8656
-8.47432,-25.7326,26.7712
-9.20155,-25.6,23.8654
-8.94428,-24.1766,23.3502
-9.45122,-23.1999,24.3588
-7.49425,-23.8774,22.9789
-6.35758,-25.748,25.9942
-5.741,-25.2515,27.2097
-5.3739,-23.7503,27.0712
-4.47277,-23.3921,26.3218
-4.53221,-26.1524,27.5142
-3.61011,-25.5974,28.577
-4.04822,-25.0151,29.5786
-2.30395,-25.8029,28.375
-6.10685,-22.8857,27.7663
-5.77607,-21.4597,27.8312
-6.80217,-20.4984,27.256
-6.57551,-19.2767,27.2211
-7.94339,-21.0441,26.8394
-9.00876,-20.27,26.1858
-9.62126,-19.1515,27.0021
-10.1627,-18.1871,26.4433
-9.53677,-19.2604,28.3243
-10.0969,-18.2309,29.1871
-9.04619,-17.244,29.7068
-9.37703,-16.3187,30.4584
-10.8887,-18.8648,30.3421
-12.0719,-19.7445,29.8844
-12.9375,-20.499,30.5632
-13.4915,-21.5884,30.3086
-13.187,-19.8325,31.5893
